abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['H. Akcin', 'A. M. Marangoz', 'A. Sekertekin']",10.5194/isprs-archives-xlii-4-w6-91-2017,http://dx.doi.org/10.5194/isprs-archives-XLII-4-W6-91-2017,11,2017,PIXEL-BASED CLASSIFICATION ANALYSIS OF LAND USE LAND COVER USING SENTINEL-2 AND LANDSAT-8 DATA,"The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,Environmental Sciences
,"['Gregory N Taff', 'Simon Foteck Fonji']",10.1186/2193-1801-3-61,http://dx.doi.org/10.1186/2193-1801-3-61,1,2014,Using satellite data to monitor land-use land-cover change in North-eastern Latvia,SpringerPlus,,,Environmental Sciences
,"['Georg Bareth', 'Yuxin Miao', 'Wolfgang Koppe', 'Christoph Hütt']",10.3390/rs8080684,http://dx.doi.org/10.3390/rs8080684,8,2016,"Best Accuracy Land Use/Land Cover (LULC) Classification to Derive Crop Types Using Multitemporal, Multisensor, and Multi-Polarization SAR Satellite Images",Remote Sensing,,,Environmental Sciences
,"['Jorge Rocha', 'Inês Girão', 'Cláudia M. Viana']",10.3390/rs11091104,http://dx.doi.org/10.3390/rs11091104,5,2019,Long-Term Satellite Image Time-Series for Land Use/Land Cover Change Detection Using Refined Open Source Data in a Rural Region,Remote Sensing,,,Environmental Sciences
,"['Khan', 'Khan', 'Dewan', 'Hassan', 'Akbar', 'Tahir', 'Ullah']",10.3390/su11195492,http://dx.doi.org/10.3390/su11195492,10,2019,Remote Sensing-Based Quantification of the Relationships between Land Use Land Cover Changes and Surface Temperature over the Lower Himalayan Region,Sustainability,,,Environmental Sciences
,"['Ying Wang', 'Shouzhang Peng', 'Kaiming Li', 'Chuanyan Zhao', 'chao wang']",10.21203/rs.3.rs-691637/v1,http://dx.doi.org/10.21203/rs.3.rs-691637/v1,7,2021,"Estimating the Spatial Distribution of Soil Organic Carbon and Soil Total Nitrogen Stocks by Remote Sensing Methods: A Case Study in a Forest-dominated Alpine Watershed, Western China",,,,Environmental Sciences
,"['Michael Thiel', 'Gerhard Welp', 'Ozias K. L. Hounkpatin', 'Gerald Forkuor']",10.1371/journal.pone.0170478,http://dx.doi.org/10.1371/journal.pone.0170478,1,2017,High Resolution Mapping of Soil Properties Using Remote Sensing Variables in South-Western Burkina Faso: A Comparison of Machine Learning and Multiple Linear Regression Models,PLOS ONE,,,Environmental Sciences
,Matthias B. Siewert,10.5194/bg-15-1663-2018,http://dx.doi.org/10.5194/bg-15-1663-2018,3,2018,High-resolution digital mapping of soil organic carbon in permafrost terrain using machine learning: a case study in a sub-Arctic peatland environment,Biogeosciences,,,Environmental Sciences
,"['Bas van Wesemael', 'Maximilian Brell', 'Kristin Vreys', 'Bart Bomans', 'Gabriele Buttafuoco', 'Kathrin Ward', 'Sabine Chabrillat', 'Andreas Hueni', 'Fabio Castaldi']",10.1016/j.isprsjprs.2018.11.026,http://dx.doi.org/10.1016/j.isprsjprs.2018.11.026,1,2019,Evaluating the capability of the Sentinel 2 data for soil organic carbon prediction in croplands,ISPRS Journal of Photogrammetry and Remote Sensing,,,Environmental Sciences
,"['Junyong Zhang', 'Xiangyu Ge', 'Jie Liu', 'Jianli Ding', 'Xiaohang Li']",10.3390/rs13040769,http://dx.doi.org/10.3390/rs13040769,2,2021,Digital Mapping of Soil Organic Carbon Using Sentinel Series Data: A Case Study of the Ebinur Lake Watershed in Xinjiang,Remote Sensing,,,Environmental Sciences
,"['Tereza Zádorová', 'Robert Minařík', 'Daniel Žížala']",10.3390/rs11242947,http://dx.doi.org/10.3390/rs11242947,12,2019,Soil Organic Carbon Mapping Using Multispectral Remote Sensing Data: Prediction Ability of Data with Different Spatial and Spectral Resolutions,Remote Sensing,,,Environmental Sciences
,"['Zhongcong Bao', 'Abreham Berta Aneseyee', 'Jiali Shang', 'Tomasz Noszczyk', 'Xiaomei Li', 'Jinming Sha', 'Terefe Hanchiso Sodango']",10.3390/rs13091682,http://dx.doi.org/10.3390/rs13091682,4,2021,"Modeling the Spatial Dynamics of Soil Organic Carbon Using Remotely-Sensed Predictors in Fuzhou City, China",Remote Sensing,,,Environmental Sciences
,"['Thomas Scholten', 'Amir Mosavi', 'Majid Danesh', 'Ali Cherati', 'Ruhollah Taghizadeh-Mehrjardi', 'Mostafa Emadi']",10.3390/rs12142234,http://dx.doi.org/10.3390/rs12142234,7,2020,Predicting and Mapping of Soil Organic Carbon Using Machine Learning Algorithms in Northern Iran,Remote Sensing,,,Environmental Sciences
,"['Thomas Scholten', 'Thorsten Behrens', 'Naser Davatgar', 'Roozbeh Valavi', 'Fereydoon Sarmadian', 'Mojtaba Zeraatpisheh', 'Tobias Rentschler', 'Alireza Amirian-Chakan', 'Karsten Schmidt', 'Ruhollah Taghizadeh-Mehrjardi']",10.3390/rs12071095,http://dx.doi.org/10.3390/rs12071095,3,2020,Improving the Spatial Prediction of Soil Organic Carbon Content in Two Contrasting Climatic Regions by Stacking Machine Learning Models and Rescanning Covariate Space,Remote Sensing,,,Environmental Sciences
,"['Hongbin Liu', 'Wei Wu', 'Xin Zhang', 'Huan Wang']",10.3390/rs13071229,http://dx.doi.org/10.3390/rs13071229,3,2021,Prediction of Soil Organic Carbon under Different Land Use Types Using Sentinel-1/-2 Data in a Small Watershed,Remote Sensing,,,Environmental Sciences
,"['Barjeece Bashir', 'Til Prasad Pangali Sharma', 'Foyez Ahmed Prodhan', 'Jiahua Zhang', 'Talha Hassan']",10.3390/rs13163177,http://dx.doi.org/10.3390/rs13163177,8,2021,Surface Urban Heat Islands Dynamics in Response to LULC and Vegetation across South Asia (2000–2019),Remote Sensing,,,Environmental Sciences
,"['Shan Suthaharan', 'Ali Shirzadi Babakan', 'Selima Sultana', 'Firoozeh Karimi']",10.1007/s10707-019-00377-8,http://dx.doi.org/10.1007/s10707-019-00377-8,8,2019,Urban expansion modeling using an enhanced decision tree algorithm,GeoInformatica,,,Environmental Sciences
,"['S. K. Srivastav', 'Mariana Belgiu', 'Prasun Kumar Gupta', 'Shobitha Shetty']",10.3390/rs13081433,http://dx.doi.org/10.3390/rs13081433,4,2021,Assessing the Effect of Training Sampling Design on the Performance of Machine Learning Classifiers for Land Cover Mapping Using Multi-Temporal Remote Sensing Data and Google Earth Engine,Remote Sensing,,,Environmental Sciences
,"['Lijian Han', 'Weifeng Li', 'Jingli Yan', 'Weiqi Zhou', 'Yuguo Qian']",10.3390/rs70100153,http://dx.doi.org/10.3390/rs70100153,12,2014,Comparing Machine Learning Classifiers for Object-Based Land Cover Classification Using Very High Resolution Imagery,Remote Sensing,,,Environmental Sciences
,"['Jinlong Zang', 'Chengwei He', 'Tongyao Xie', 'Ying Fu', 'Xiaoxu Wu', 'Qiaozhen Guo', 'Xiao Sang']",10.1038/s41598-019-48586-3,http://dx.doi.org/10.1038/s41598-019-48586-3,8,2019,Intensity and Stationarity Analysis of Land Use Change Based on CART Algorithm,Scientific Reports,,,Environmental Sciences
,"['Quanli Xu', 'Shuang Li', 'Ping Duan', 'Xingguo Zhang', 'Jia Li', 'Yongxiang Yao']",10.3390/ijgi6050149,http://dx.doi.org/10.3390/ijgi6050149,5,2017,Investigation on the Expansion of Urban Construction Land Use Based on the CART-CA Model,ISPRS International Journal of Geo-Information,,,Environmental Sciences
,"['Linfeng Li', 'Zongming Wang', 'Bai Zhang', 'Yeqiao Wang', 'Lin Li', 'Chunying Ren', 'Lin Chen']",10.3390/ijgi8040174,http://dx.doi.org/10.3390/ijgi8040174,4,2019,"A Comparative Assessment of Geostatistical, Machine Learning, and Hybrid Approaches for Mapping Topsoil Organic Carbon Content",ISPRS International Journal of Geo-Information,,,Environmental Sciences
,"['Desheng Liu', 'Rattan Lal', 'Sandeep Kumar']",10.1016/j.geoderma.2012.05.022,http://dx.doi.org/10.1016/j.geoderma.2012.05.022,11,2012,A geographically weighted regression kriging approach for mapping soil organic carbon stock,Geoderma,,,Environmental Sciences
,"['Forrest M. Hoffman', 'William J. Riley', 'Sagar Gautam', 'Umakant Mishra']",10.3389/fdata.2020.528441,http://dx.doi.org/10.3389/fdata.2020.528441,10,2020,Ensemble Machine Learning Approach Improves Predicted Spatial Variation of Surface Soil Organic Carbon Stocks in Data-Limited Northern Circumpolar Region,Frontiers in Big Data,,,Environmental Sciences
,"['Jiguang Zhang', 'Xunyang He', 'Hongsong Chen', 'Kelin Wang', 'Wei Zhang']",10.1002/jsfa.5593,http://dx.doi.org/10.1002/jsfa.5593,2,2012,Ancillary information improves kriging on soil organic carbon data for a typical karst peak cluster depression landscape: Ancillary information improves kriging on soil organic carbon data,Journal of the Science of Food and Agriculture,,,Environmental Sciences
,"['Purevdorj Ts', 'Samdandorj M']",10.5564/pmas.v59i2.1215,http://dx.doi.org/10.5564/pmas.v59i2.1215,10,2019,Geospatial modeling approaches for mapping topsoil organic  carbon stock in northern part of Mongolia,Proceedings of the Mongolian Academy of Sciences,,,Environmental Sciences
,"['Asghar Rahmani', 'Sayed Roholla Mousavi', 'Ziba Maghsodi', 'Hamid Reza Matinfar']",10.1016/j.catena.2021.105258,http://dx.doi.org/10.1016/j.catena.2021.105258,7,2021,Evaluation and Prediction of Topsoil organic carbon using Machine learning and hybrid models at a Field-scale,CATENA,,,Environmental Sciences
,"['Chiara Piccini', 'Rosa Francaviglia', 'Alessandro Marchetti', 'Abdelraouf Benslama', 'Mohamed Benslama', 'Kamel Khanchoul', 'Sana Boubehziz']",10.1016/j.catena.2020.104539,http://dx.doi.org/10.1016/j.catena.2020.104539,7,2020,Predictive mapping of soil organic carbon in Northeast Algeria,CATENA,,,Environmental Sciences
,"['Jingan Wu', 'Jiamin Liu', 'Jianai Zhou', 'Yiran Han', 'Yaolin Liu', 'Zihao Wu']",10.1016/j.scitotenv.2020.142120,http://dx.doi.org/10.1016/j.scitotenv.2020.142120,2,2021,Mapping farmland soil organic carbon density in plains with combined cropping system extracted from NDVI time-series data,Science of The Total Environment,,,Environmental Sciences
,"['Phuong N. Truong', 'Ephraim Achin', 'G.R. Najar', 'S.A. Bangroo']",10.1016/j.catena.2020.104632,http://dx.doi.org/10.1016/j.catena.2020.104632,10,2020,Application of predictor variables in spatial quantification of soil organic carbon and total nitrogen using regression kriging in the North Kashmir forest Himalayas,CATENA,,,Environmental Sciences
,"['Michelle L. Haddix', 'Jianli Ping', 'Pierre Goovaerts', 'Achim Dobermann', 'Gregorio C. Simbahan']",10.1016/j.geoderma.2005.07.001,http://dx.doi.org/10.1016/j.geoderma.2005.07.001,6,2006,Fine-resolution mapping of soil organic carbon based on multivariate secondary data,Geoderma,,,Environmental Sciences
,"['Bilal Cemek', 'Hikmet Günal', 'Recep Gündoğan', 'Miraç Kılıç']",10.1371/journal.pone.0268658,http://dx.doi.org/10.1371/journal.pone.0268658,5,2022,"Accuracy Assessment of Kriging, artificial neural network, and a hybrid approach integrating spatial and terrain data in estimating and mapping of soil organic carbon",PLoS ONE,,,Environmental Sciences
,"['Vinay Kumar Dadhwal', 'Nicholas A. S. Hamm', 'Ayyamperumal Velmurugan', 'Navneet Kumar']",10.1007/s12524-017-0738-y,http://dx.doi.org/10.1007/s12524-017-0738-y,1,2018,Geospatial Mapping of Soil Organic Carbon Using Regression Kriging and Remote Sensing,Journal of the Indian Society of Remote Sensing,,,Environmental Sciences
,"['Anirban Mukhopadhyay', 'Sandip Mukherjee', 'Surajit Mondal', 'Sananda Kundu', 'Deepak Khare', 'Arun Mondal']",10.1016/j.ejrs.2016.06.004,http://dx.doi.org/10.1016/j.ejrs.2016.06.004,6,2017,Spatial soil organic carbon (SOC) prediction by regression kriging using remote sensing data,The Egyptian Journal of Remote Sensing and Space Science,,,Environmental Sciences
,"['Huanjun Liu', 'Xinle Zhang', 'Yuanliang Jin', 'Haoxuan Yang', 'Meinan Zhang', 'Meiwei Zhang']",10.3390/rs13152934,http://dx.doi.org/10.3390/rs13152934,7,2021,Mapping Regional Soil Organic Matter Based on Sentinel-2A and MODIS Imagery Using Machine Learning Algorithms and Google Earth Engine,Remote Sensing,,,Environmental Sciences
,"['Lang Zhang', 'Huaiying Yao', 'Xia Wang', 'Jigang Han', 'Xinxin Wang']",10.1109/access.2021.3080689,http://dx.doi.org/10.1109/ACCESS.2021.3080689,,2021,Estimating Soil Organic Matter Content Using Sentinel-2 Imagery by Machine Learning in Shanghai,IEEE Access,,,Environmental Sciences
,"['Badr Rerhou', 'El Mostafa Ettachfini', 'Abdelmejid Rahimi', 'Khalid Ibno Namr', 'Abdelkrim Bouasria']",10.1080/10095020.2022.2026743,http://dx.doi.org/10.1080/10095020.2022.2026743,2,2022,Evaluation of Landsat 8 image pansharpening in estimating soil organic matter using multiple linear regression and artificial neural networks,Geo-spatial Information Science,,,Environmental Sciences
,"['Liping Du', 'Ning Wei', 'Huan Yang', 'Xuan Song', 'Pengyuan Zeng']",10.3390/ijgi11050299,http://dx.doi.org/10.3390/ijgi11050299,5,2022,Digital Soil Mapping of Soil Organic Matter with Deep Learning Algorithms,ISPRS International Journal of Geo-Information,,,Environmental Sciences
,"['Bas van Wesemael', 'Uta Heiden', 'Klara Dvorakova']",10.3390/rs13091791,http://dx.doi.org/10.3390/rs13091791,5,2021,Sentinel-2 Exposed Soil Composite for Soil Organic Carbon Prediction,Remote Sensing,,,Environmental Sciences
,"['Mogens Humlekrog Greve', 'Sabine Grunwald', 'Maria Knadel', 'Kabindra Adhikari', 'Xiong Xiong', 'Yi Peng']",10.1371/journal.pone.0142295,http://dx.doi.org/10.1371/journal.pone.0142295,11,2015,Modeling Soil Organic Carbon at Regional Scale by Combining Multi-Spectral Images with Laboratory Spectra,PLoS ONE,,,Environmental Sciences
,"['Shanqin Wang', 'Haitao Zhang', 'QingLan Ju', 'Mei Luo', 'Tiezhu Shi', 'Yiyun Chen', 'Long Guo', 'Yangchengsi Zhang']",10.3390/rs11141683,http://dx.doi.org/10.3390/rs11141683,7,2019,"Prediction of Soil Organic Carbon based on Landsat 8 Monthly NDVI Data for the Jianghan Plain in Hubei Province, China",Remote Sensing,,,Environmental Sciences
,"['Anthony J. Mills', 'Michael D. Cramer', 'Heidi-Jayne Hawkins', 'Zander S. Venter']",10.1016/j.scitotenv.2021.145384,http://dx.doi.org/10.1016/j.scitotenv.2021.145384,6,2021,Mapping soil organic carbon stocks and trends with satellite-driven high resolution maps over South Africa,Science of The Total Environment,,,Environmental Sciences
,"['Dominique Arrouays', 'Sébastien Lehmann', 'Anne C. Richer-de-Forges', 'Eric Ceschia', 'Nicolas Baghdadi', 'Emmanuelle Vaudour', 'Diego Urbina-Salazar']",10.3390/rs13245115,http://dx.doi.org/10.3390/rs13245115,12,2021,Using Sentinel-2 Images for Soil Organic Carbon Content Mapping in Croplands of Southwestern France. The Usefulness of Sentinel-1/2 Derived Moisture Maps and Mismatches between Sentinel Images and Sampling Dates,Remote Sensing,,,Environmental Sciences
,"['Maofan Zhao', 'Miao Liu', 'Linlin Zhang', 'Youfeng Zou', 'Qingyan Meng', 'Xinli Hu', 'Yupeng Kang']",10.3390/rs13224522,http://dx.doi.org/10.3390/rs13224522,11,2021,Land Cover and Crop Classification Based on Red Edge Indices Features of GF-6 WFV Time Series Data,Remote Sensing,,,Environmental Sciences
,"['Diego Damián-Carrión', 'Marcos Rodríguez-Llerena', 'Celso Recalde-Moreno', 'Víctor García', 'Carmen Márquez', 'Johanna Ayala-Izurieta']",10.3390/geosciences7020034,http://dx.doi.org/10.3390/geosciences7020034,5,2017,"Land Cover Classification in an Ecuadorian Mountain Geosystem Using a Random Forest Classifier, Spectral Vegetation Indices, and Ancillary Geographic Data",Geosciences,,,Environmental Sciences
,"['R. B. Singh', 'Michael E. Meadows', 'Ruishan Chen', 'Pankaj Kumar', 'Saidur Rahaman']",10.3389/fenvs.2020.00127,http://dx.doi.org/10.3389/fenvs.2020.00127,8,2020,"Remote Sensing Assessment of the Impact of Land Use and Land Cover Change on the Environment of Barddhaman District, West Bengal, India",Frontiers in Environmental Science,,,Environmental Sciences
,"['José M. Paruelo', 'Santiago Baeza']",10.3390/rs12030381,http://dx.doi.org/10.3390/rs12030381,1,2020,Land Use/Land Cover Change (2000–2014) in the Rio de la Plata Grasslands: An Analysis Based on MODIS NDVI Time Series,Remote Sensing,,,Environmental Sciences
,"['Dashtekian Kazem', 'Sahebjalal Ehsan']",10.5897/ajar11.1825,http://dx.doi.org/10.5897/AJAR11.1825,9,2013,Analysis of land use-land covers changes using normalized difference vegetation index (NDVI) differencing and classification methods,African Journal of Agricultural Research,,,Environmental Sciences
,"['Elisiane Alba', 'José Jorge Monteiro Junior', 'Emanuel Araújo Silva', 'Marília Isabelle Oliveira da Silva', 'Gabriela Salami', 'Vanessa Sousa da Silva']",10.1080/24749508.2019.1608409,http://dx.doi.org/10.1080/24749508.2019.1608409,4,2019,Methodological evaluation of vegetation indexes in land use and land cover (LULC) classification,"Geology, Ecology, and Landscapes",,,Environmental Sciences
,"['Fang Chen', 'Muhammad Fahad Baqa']",10.3390/land10070700,http://dx.doi.org/10.3390/land10070700,7,2021,"Monitoring and Modeling the Patterns and Trends of Urban Growth Using Urban Sprawl Matrix and CA-Markov Model: A Case Study of Karachi, Pakistan",,,,Environmental Sciences
,Liang Guo,10.3390/su13052944,http://dx.doi.org/10.3390/su13052944,3,2021,Monitoring Land Use/Cover Change Using Remotely Sensed Data in Guangzhou of China,,,,Environmental Sciences
,"['Frank Molkenthin', 'Bernard Fosu Frimpong']",10.3390/land10010044,http://dx.doi.org/10.3390/land10010044,1,2021,"Tracking Urban Expansion Using Random Forests for the Classification of Landsat Imagery (1986–2015) and Predicting Urban/Built-Up Areas for 2025: A Study of the Kumasi Metropolis, Ghana",Land,,,Environmental Sciences
,"['Yuxin Zhang', 'Hao Wang', 'Lin Zhen', 'Yunfeng Hu', 'Junzhi Ye']",10.3390/rs13245134,http://dx.doi.org/10.3390/rs13245134,12,2021,"Analysis on Land-Use Change and Its Driving Mechanism in Xilingol, China, during 2000–2020 Using the Google Earth Engine",Remote Sensing,,,Environmental Sciences
,"['Venkataramana Sridhar', 'Venkata Reddy Keesara', 'Kotapati Narayana Loukika']",10.3390/su132413758,http://dx.doi.org/10.3390/su132413758,12,2021,"Analysis of Land Use and Land Cover Using Machine Learning Algorithms on Google Earth Engine for Munneru River Basin, India",Sustainability,,,Environmental Sciences
,"['Anthony M Whitbread', 'Sreenath Dixit', 'Vineetha Pyla', 'Chandra Giri', 'Jun Xiong', 'Adam Oliphant', 'Pardhasaradhi G. Teluguntla', 'Prasad S. Thenkabail', 'Murali Krishna Gumma']",10.1080/15481603.2019.1690780,http://dx.doi.org/10.1080/15481603.2019.1690780,11,2019,Agricultural cropland extent and areas of South Asia derived using Landsat satellite 30-m time-series big-data using random forest machine learning algorithms on the Google Earth Engine cloud,GIScience & Remote Sensing,,,Environmental Sciences
